Arguments are...
log_dir: ./test_run
sdf_dir: data/intra_gsm_clean
split_path: data/intra_gsm_clean/splits/split0.npy
n_epochs: 100
warmup_epochs: 2
batch_size: 64
mini_batch: 4
lr: 0.001
num_workers: 2
hidden_dim: 100
depth: 3
n_layers: 2
optimizer: adam
scheduler: plateau
verbose: True

Model parameters are:
node_dim: 26
edge_dim: 2
hidden_dim: 100
depth: 3
n_layers: 2


Optimizer parameters are:
Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)

Scheduler state dict is:
factor: 0.7
min_lrs: [1e-05]
patience: 5
verbose: False
cooldown: 0
cooldown_counter: 0
mode: min
threshold: 0.0001
threshold_mode: rel
best: inf
num_bad_epochs: 0
mode_worse: inf
eps: 1e-08
last_epoch: 0

Starting training...
Parameter Norm: 44.03821010840034	 Gradient Norm: 10.00000278089395	 Loss: 2.4383692741394043
Parameter Norm: 45.93540582266206	 Gradient Norm: 9.943432514675983	 Loss: 0.09604991227388382
Parameter Norm: 45.938305115594986	 Gradient Norm: 10.000000896817411	 Loss: 0.14646542072296143
Parameter Norm: 45.94086434206183	 Gradient Norm: 9.99999977945263	 Loss: 0.11612613499164581
Parameter Norm: 45.94310103476415	 Gradient Norm: 9.999998649575685	 Loss: 0.14598961174488068
Parameter Norm: 45.945025228118666	 Gradient Norm: 10.000000680825039	 Loss: 0.12068549543619156
Parameter Norm: 45.94665536498755	 Gradient Norm: 10.000000565517166	 Loss: 0.13775476813316345
Parameter Norm: 45.94798911893858	 Gradient Norm: 10.00000188190425	 Loss: 0.10901395231485367
Parameter Norm: 45.949080381506526	 Gradient Norm: 10.000001494121047	 Loss: 0.15606719255447388
Parameter Norm: 45.95005327707848	 Gradient Norm: 9.999999910210391	 Loss: 0.1167689710855484
Parameter Norm: 45.95119703375916	 Gradient Norm: 7.920825515828059	 Loss: 0.11851299554109573
Parameter Norm: 45.95253712438972	 Gradient Norm: 10.000001572539068	 Loss: 0.12505987286567688
Parameter Norm: 45.95406957487955	 Gradient Norm: 9.9999982083048	 Loss: 0.12046732753515244
Parameter Norm: 45.95576039869034	 Gradient Norm: 9.9999978991196	 Loss: 0.10411868244409561
Parameter Norm: 45.957525359969615	 Gradient Norm: 9.999999845760355	 Loss: 0.14597392082214355
Parameter Norm: 45.95931983333703	 Gradient Norm: 10.000001441700642	 Loss: 0.10369477421045303
Parameter Norm: 45.96112567857969	 Gradient Norm: 10.00000100263866	 Loss: 0.12061630934476852
Parameter Norm: 45.96289821127687	 Gradient Norm: 9.99999963650175	 Loss: 0.12680977582931519
Parameter Norm: 45.96462769655335	 Gradient Norm: 9.99999970351422	 Loss: 0.10926170647144318
Parameter Norm: 45.96617234976864	 Gradient Norm: 9.98102943504087	 Loss: 0.10788019001483917
Parameter Norm: 45.967381089258744	 Gradient Norm: 1.4227785988928066	 Loss: 0.12437016516923904
Parameter Norm: 45.96857752802426	 Gradient Norm: 10.000001306307237	 Loss: 0.10615315288305283
Parameter Norm: 45.9696200950241	 Gradient Norm: 9.999998158674538	 Loss: 0.10501506179571152
Parameter Norm: 45.97051020532384	 Gradient Norm: 9.999999194390455	 Loss: 0.09385168552398682
Parameter Norm: 45.97154511983398	 Gradient Norm: 10.000000955412728	 Loss: 0.07852201163768768
Parameter Norm: 45.97262543872132	 Gradient Norm: 9.999999059722198	 Loss: 0.11156689375638962
Parameter Norm: 45.973609493087515	 Gradient Norm: 9.999999720344944	 Loss: 0.08920080959796906
Parameter Norm: 45.974986176504935	 Gradient Norm: 10.000002056681502	 Loss: 0.0854092463850975
Parameter Norm: 45.97668835723098	 Gradient Norm: 9.999999548274642	 Loss: 0.08884432911872864
Parameter Norm: 45.97841654373594	 Gradient Norm: 9.567872940230172	 Loss: 0.1112343817949295
Parameter Norm: 45.98041154558578	 Gradient Norm: 10.000000083536598	 Loss: 0.10315088927745819
Parameter Norm: 45.98249806908569	 Gradient Norm: 5.349180625347686	 Loss: 0.10373547673225403
Parameter Norm: 45.98458379145032	 Gradient Norm: 10.000001573859386	 Loss: 0.09451580792665482
Parameter Norm: 45.98647655755735	 Gradient Norm: 7.975474881362153	 Loss: 0.08874423056840897
Parameter Norm: 45.98816661273348	 Gradient Norm: 9.999999754387304	 Loss: 0.07902306318283081
Parameter Norm: 45.98968930688776	 Gradient Norm: 7.8975431698666645	 Loss: 0.08800225704908371
Parameter Norm: 45.99109217622656	 Gradient Norm: 8.872926705787714	 Loss: 0.09276682883501053
Parameter Norm: 45.992611921467486	 Gradient Norm: 10.000000795185874	 Loss: 0.08687986433506012
Parameter Norm: 45.99414444442753	 Gradient Norm: 10.000000864702686	 Loss: 0.09395657479763031
Parameter Norm: 45.9956931573023	 Gradient Norm: 9.99999985870819	 Loss: 0.08994004875421524
Parameter Norm: 45.9972615883853	 Gradient Norm: 3.436086393154187	 Loss: 0.07176250964403152
Parameter Norm: 45.998748877759446	 Gradient Norm: 10.000000951853563	 Loss: 0.09097423404455185
Parameter Norm: 46.00026391319134	 Gradient Norm: 10.000001385817372	 Loss: 0.08225778490304947
Parameter Norm: 46.00158166257735	 Gradient Norm: 10.00000040614512	 Loss: 0.08548112958669662
Parameter Norm: 46.00265423687183	 Gradient Norm: 9.99999863395215	 Loss: 0.0680895745754242
Parameter Norm: 46.00351945880298	 Gradient Norm: 9.99999790001423	 Loss: 0.09726842492818832
Parameter Norm: 46.0042463563916	 Gradient Norm: 2.5524900376014803	 Loss: 0.08780156821012497
Parameter Norm: 46.00489335494781	 Gradient Norm: 9.99999817424998	 Loss: 0.09387875348329544
Parameter Norm: 46.00563475842877	 Gradient Norm: 10.0000004617174	 Loss: 0.08287298679351807
Parameter Norm: 46.00646294078812	 Gradient Norm: 10.00000004234105	 Loss: 0.10037683695554733
Parameter Norm: 46.00740671655556	 Gradient Norm: 3.962415092976104	 Loss: 0.08614591509103775
Parameter Norm: 46.00837194124471	 Gradient Norm: 10.000001751009368	 Loss: 0.10495241731405258
Parameter Norm: 46.009217297232034	 Gradient Norm: 3.416756715256181	 Loss: 0.0882631465792656
Parameter Norm: 46.01011962401434	 Gradient Norm: 9.99999824544449	 Loss: 0.11001736670732498
Parameter Norm: 46.010880148068054	 Gradient Norm: 2.3132369273677114	 Loss: 0.08576491475105286
Parameter Norm: 46.0118259301849	 Gradient Norm: 9.999998184399395	 Loss: 0.07862778753042221
Parameter Norm: 46.012901684035995	 Gradient Norm: 5.149186689825335	 Loss: 0.08556652814149857
Parameter Norm: 46.01385641008625	 Gradient Norm: 9.999996604521183	 Loss: 0.08002983033657074
Parameter Norm: 46.01489013528789	 Gradient Norm: 8.252497428831536	 Loss: 0.09220964461565018
Parameter Norm: 46.015955951114826	 Gradient Norm: 9.999998658323387	 Loss: 0.10906152427196503
Parameter Norm: 46.01682193513418	 Gradient Norm: 9.999998727839724	 Loss: 0.1095396876335144
Parameter Norm: 46.017509853692445	 Gradient Norm: 9.999998663657808	 Loss: 0.07856199145317078
Parameter Norm: 46.018036548862156	 Gradient Norm: 9.999999048403119	 Loss: 0.08557875454425812
Parameter Norm: 46.018407118205246	 Gradient Norm: 10.000000812662165	 Loss: 0.11194045096635818
Parameter Norm: 46.01886428274206	 Gradient Norm: 9.99999932258615	 Loss: 0.09651269018650055
Parameter Norm: 46.01939027911766	 Gradient Norm: 10.00000146818549	 Loss: 0.103169284760952
Parameter Norm: 46.01996954937581	 Gradient Norm: 9.999999917196675	 Loss: 0.08288215845823288
Parameter Norm: 46.02063253674337	 Gradient Norm: 7.107640242537819	 Loss: 0.08055239170789719
Parameter Norm: 46.02106913743573	 Gradient Norm: 9.999999135137974	 Loss: 0.07820103317499161
Parameter Norm: 46.02163209260489	 Gradient Norm: 9.999997573723734	 Loss: 0.09010381996631622
Parameter Norm: 46.02227425166471	 Gradient Norm: 6.1686362471655105	 Loss: 0.10597693175077438
Parameter Norm: 46.02286173216828	 Gradient Norm: 10.00000094077931	 Loss: 0.10921990871429443
Parameter Norm: 46.02328553533576	 Gradient Norm: 10.000002470916117	 Loss: 0.11107800155878067
Parameter Norm: 46.02354702366693	 Gradient Norm: 9.999999672432958	 Loss: 0.09937237948179245
Parameter Norm: 46.023612683583664	 Gradient Norm: 9.999996765214366	 Loss: 0.10074585676193237
Parameter Norm: 46.023528695480465	 Gradient Norm: 9.999997367126559	 Loss: 0.12423637509346008
Parameter Norm: 46.02335516922725	 Gradient Norm: 9.999996811258566	 Loss: 0.08063052594661713
Parameter Norm: 46.023106948257556	 Gradient Norm: 9.999998847070389	 Loss: 0.10162670910358429
Parameter Norm: 46.0229051451681	 Gradient Norm: 10.000000517980993	 Loss: 0.10334661602973938
Parameter Norm: 46.02283635171261	 Gradient Norm: 9.999997712908291	 Loss: 0.07708960771560669
Parameter Norm: 46.02287493119966	 Gradient Norm: 10.000000311687135	 Loss: 0.10151559859514236
Parameter Norm: 46.02301173793025	 Gradient Norm: 10.000001086001067	 Loss: 0.10659803450107574
Parameter Norm: 46.023225248193064	 Gradient Norm: 9.99999968559848	 Loss: 0.11879688501358032
Epoch 27: Training Loss 0.03968719083228127
Epoch 27: Validation Loss 0.04000369700704691
Parameter Norm: 46.02348455225808	 Gradient Norm: 9.999999413480857	 Loss: 0.06430290639400482
Parameter Norm: 46.02388997177737	 Gradient Norm: 2.3285839419811034	 Loss: 0.09021331369876862
Parameter Norm: 46.024260970182205	 Gradient Norm: 9.999996719561185	 Loss: 0.07786834985017776
Parameter Norm: 46.02453741025113	 Gradient Norm: 10.000002543642319	 Loss: 0.0892215222120285
Parameter Norm: 46.02499437366475	 Gradient Norm: 10.000000892247442	 Loss: 0.11586391925811768
Parameter Norm: 46.02528877149489	 Gradient Norm: 9.999999153309075	 Loss: 0.10425850003957748
Parameter Norm: 46.02542800859774	 Gradient Norm: 10.000002276188583	 Loss: 0.10993994027376175
Parameter Norm: 46.02544493164826	 Gradient Norm: 10.000001274112398	 Loss: 0.08272244036197662
Parameter Norm: 46.025306476170464	 Gradient Norm: 10.000001334454119	 Loss: 0.09731025248765945
Parameter Norm: 46.02509168560514	 Gradient Norm: 10.000000295766991	 Loss: 0.1000652015209198
Parameter Norm: 46.024792961515246	 Gradient Norm: 10.000003532440092	 Loss: 0.10356258600950241
Parameter Norm: 46.02464182263628	 Gradient Norm: 9.999997877377208	 Loss: 0.12958769500255585
Parameter Norm: 46.024600297364856	 Gradient Norm: 10.000000826458999	 Loss: 0.09934655576944351
Parameter Norm: 46.02464056668008	 Gradient Norm: 10.000001821360696	 Loss: 0.10115610063076019
Parameter Norm: 46.02475951913156	 Gradient Norm: 10.000001170370489	 Loss: 0.11039017140865326
Parameter Norm: 46.02495974462624	 Gradient Norm: 10.000001199413125	 Loss: 0.10032198578119278
Parameter Norm: 46.02525750530021	 Gradient Norm: 10.000000077672034	 Loss: 0.08525293320417404
Parameter Norm: 46.025601092445164	 Gradient Norm: 9.99999837891442	 Loss: 0.07092103362083435
Parameter Norm: 46.02575203116186	 Gradient Norm: 9.999999059681546	 Loss: 0.0872836634516716
Parameter Norm: 46.02582496823476	 Gradient Norm: 9.999996525696902	 Loss: 0.08268582820892334
Parameter Norm: 46.02577773252792	 Gradient Norm: 9.99999997611846	 Loss: 0.06711329519748688
Parameter Norm: 46.0256228217751	 Gradient Norm: 10.00000054920967	 Loss: 0.12685725092887878
Parameter Norm: 46.02536631493398	 Gradient Norm: 9.999999942818523	 Loss: 0.08904001861810684
Parameter Norm: 46.02504712385857	 Gradient Norm: 10.000000005743592	 Loss: 0.09188828617334366
Parameter Norm: 46.0248785609474	 Gradient Norm: 9.999998641756765	 Loss: 0.08012904971837997
Parameter Norm: 46.02485322268409	 Gradient Norm: 10.000000278272454	 Loss: 0.07359867542982101
Parameter Norm: 46.02495082245896	 Gradient Norm: 9.999997077649073	 Loss: 0.0717545747756958
Parameter Norm: 46.0251893445344	 Gradient Norm: 10.0000012406337	 Loss: 0.07791302353143692
Parameter Norm: 46.02551032166704	 Gradient Norm: 5.776845963308026	 Loss: 0.09509562700986862
Parameter Norm: 46.025965185508014	 Gradient Norm: 10.000001388341158	 Loss: 0.09910336881875992
Parameter Norm: 46.026295958296544	 Gradient Norm: 10.000001801368274	 Loss: 0.09009665995836258
Parameter Norm: 46.02646777494635	 Gradient Norm: 10.000000342434566	 Loss: 0.07430095970630646
Parameter Norm: 46.02650375396975	 Gradient Norm: 10.00000006172059	 Loss: 0.07754221558570862
Parameter Norm: 46.026379881387385	 Gradient Norm: 5.69941726391033	 Loss: 0.07561567425727844
Parameter Norm: 46.02628753154377	 Gradient Norm: 6.205280579398669	 Loss: 0.0876292884349823
Parameter Norm: 46.02642548677427	 Gradient Norm: 10.000000305147337	 Loss: 0.07135508209466934
Parameter Norm: 46.026487978184264	 Gradient Norm: 10.000002170502126	 Loss: 0.08669205754995346
Parameter Norm: 46.026664800310414	 Gradient Norm: 1.671433795484213	 Loss: 0.09146104753017426
Parameter Norm: 46.02678596909576	 Gradient Norm: 9.999998380623646	 Loss: 0.07359445840120316
Parameter Norm: 46.02684312173804	 Gradient Norm: 8.798863526867072	 Loss: 0.10486637055873871
Parameter Norm: 46.02691307035877	 Gradient Norm: 10.000000966934115	 Loss: 0.10590885579586029
Parameter Norm: 46.027091491081045	 Gradient Norm: 9.999999237077164	 Loss: 0.08183307200670242
Parameter Norm: 46.02736125547993	 Gradient Norm: 9.999999872929394	 Loss: 0.07919348031282425
Parameter Norm: 46.02775663712138	 Gradient Norm: 9.234396560404257	 Loss: 0.07543618977069855
Parameter Norm: 46.02817942081408	 Gradient Norm: 5.321342900455694	 Loss: 0.07691596448421478
Parameter Norm: 46.028692546874055	 Gradient Norm: 9.9999987956348	 Loss: 0.0911368727684021
Parameter Norm: 46.02930308000984	 Gradient Norm: 10.000001600604259	 Loss: 0.0815696120262146
Parameter Norm: 46.02975813517769	 Gradient Norm: 10.00000076869949	 Loss: 0.10303165763616562
Parameter Norm: 46.030059144840564	 Gradient Norm: 9.999999655531061	 Loss: 0.08289510756731033
Parameter Norm: 46.03023695203938	 Gradient Norm: 10.000000420700525	 Loss: 0.09489394724369049
Parameter Norm: 46.03026083975916	 Gradient Norm: 9.791215743559796	 Loss: 0.08229564130306244
Parameter Norm: 46.03018988247607	 Gradient Norm: 9.99999803009543	 Loss: 0.0814686119556427
Parameter Norm: 46.03020321851675	 Gradient Norm: 9.999999025879722	 Loss: 0.09891851246356964
Parameter Norm: 46.030300782111624	 Gradient Norm: 6.452660154899329	 Loss: 0.0828486979007721
Parameter Norm: 46.0303177220971	 Gradient Norm: 10.000000692373577	 Loss: 0.11051955074071884
Parameter Norm: 46.03043439690042	 Gradient Norm: 1.9257616054027793	 Loss: 0.09628647565841675
Parameter Norm: 46.03066646014537	 Gradient Norm: 10.000000867344719	 Loss: 0.07769224047660828
Parameter Norm: 46.030997020795496	 Gradient Norm: 0.8284358630251927	 Loss: 0.11334705352783203
Parameter Norm: 46.031383844083365	 Gradient Norm: 10.000001561036543	 Loss: 0.07503043115139008
Parameter Norm: 46.03191426543895	 Gradient Norm: 10.000000623879979	 Loss: 0.07511180639266968
Parameter Norm: 46.032342093945694	 Gradient Norm: 1.5632575933398392	 Loss: 0.07630042731761932
Parameter Norm: 46.032707400608686	 Gradient Norm: 9.999998505245342	 Loss: 0.1150004118680954
Parameter Norm: 46.03293822596419	 Gradient Norm: 9.999996321797806	 Loss: 0.11288504302501678
Parameter Norm: 46.0332921369966	 Gradient Norm: 10.000001595209172	 Loss: 0.08732903003692627
Parameter Norm: 46.033547183448086	 Gradient Norm: 10.000000177650287	 Loss: 0.0922662690281868
Parameter Norm: 46.03394277948265	 Gradient Norm: 3.2125424028434257	 Loss: 0.063838429749012
Parameter Norm: 46.03435425042576	 Gradient Norm: 10.000000418820402	 Loss: 0.08297162503004074
Parameter Norm: 46.03465007724563	 Gradient Norm: 3.6589095601344925	 Loss: 0.09926308691501617
Parameter Norm: 46.035038225748906	 Gradient Norm: 9.999999243232836	 Loss: 0.07998229563236237
Parameter Norm: 46.03552134270213	 Gradient Norm: 10.000001342573832	 Loss: 0.10090719163417816
Parameter Norm: 46.036104884339046	 Gradient Norm: 9.999998396953682	 Loss: 0.08243951946496964
Parameter Norm: 46.036672937157014	 Gradient Norm: 9.999999242368007	 Loss: 0.08499142527580261
Parameter Norm: 46.037067171479244	 Gradient Norm: 10.00000134574281	 Loss: 0.07263661921024323
Parameter Norm: 46.037289779184576	 Gradient Norm: 10.000001793404405	 Loss: 0.0855451300740242
Parameter Norm: 46.037365407192844	 Gradient Norm: 10.000000756033975	 Loss: 0.07738139480352402
Parameter Norm: 46.03730439301634	 Gradient Norm: 10.000000893283545	 Loss: 0.08678027987480164
Parameter Norm: 46.03712931992942	 Gradient Norm: 9.999996169272722	 Loss: 0.07214327156543732
Parameter Norm: 46.03686338642397	 Gradient Norm: 9.999998136594405	 Loss: 0.0945739895105362
Parameter Norm: 46.03676241115876	 Gradient Norm: 9.999997929879644	 Loss: 0.08125665038824081
Parameter Norm: 46.03681674986525	 Gradient Norm: 9.999997458861616	 Loss: 0.09999224543571472
Parameter Norm: 46.036988530302516	 Gradient Norm: 9.999998233552597	 Loss: 0.09181492775678635
Parameter Norm: 46.03726718088726	 Gradient Norm: 9.999997529853227	 Loss: 0.07813767343759537
Parameter Norm: 46.037812998067686	 Gradient Norm: 9.999998763716727	 Loss: 0.0819689929485321
Parameter Norm: 46.038186320831606	 Gradient Norm: 10.000001320530272	 Loss: 0.09766227006912231
Parameter Norm: 46.038443282894136	 Gradient Norm: 9.77846000015432	 Loss: 0.08411996811628342
Parameter Norm: 46.03888248058078	 Gradient Norm: 3.9911035101322923	 Loss: 0.07151830196380615
Parameter Norm: 46.039310857648005	 Gradient Norm: 9.999998520003366	 Loss: 0.0968611091375351
Parameter Norm: 46.03961441743208	 Gradient Norm: 10.000001697414275	 Loss: 0.0719103142619133
Parameter Norm: 46.03979259729852	 Gradient Norm: 0.9881679630006229	 Loss: 0.08608406037092209
Parameter Norm: 46.04005516927924	 Gradient Norm: 2.7401053390191596	 Loss: 0.09632792323827744
Parameter Norm: 46.04050943870453	 Gradient Norm: 9.999998830553945	 Loss: 0.08327827602624893
Parameter Norm: 46.04104946735771	 Gradient Norm: 9.99999796849446	 Loss: 0.0664171501994133
Parameter Norm: 46.04161886956498	 Gradient Norm: 2.1964198836630033	 Loss: 0.07807441055774689
Parameter Norm: 46.04216620528288	 Gradient Norm: 9.15717654103252	 Loss: 0.07955878227949142
Parameter Norm: 46.04282027559063	 Gradient Norm: 9.99999672303015	 Loss: 0.07993487268686295
Parameter Norm: 46.04360483729654	 Gradient Norm: 9.999999165240842	 Loss: 0.1280646175146103
Parameter Norm: 46.044191283523354	 Gradient Norm: 10.00000267013456	 Loss: 0.12253842502832413
Parameter Norm: 46.044575126828896	 Gradient Norm: 10.00000117494032	 Loss: 0.08868027478456497
Parameter Norm: 46.044815763158674	 Gradient Norm: 9.999999618413351	 Loss: 0.09434742480516434
Parameter Norm: 46.0449165813128	 Gradient Norm: 9.999996777293132	 Loss: 0.10659952461719513
Parameter Norm: 46.04489020034148	 Gradient Norm: 9.999999291137502	 Loss: 0.09188559651374817
Parameter Norm: 46.04478534663836	 Gradient Norm: 10.000000722864677	 Loss: 0.08269574493169785
Parameter Norm: 46.04480201110229	 Gradient Norm: 10.000001507121665	 Loss: 0.08940133452415466
Parameter Norm: 46.044955298027936	 Gradient Norm: 10.0000004879791	 Loss: 0.08433414995670319
Parameter Norm: 46.045187770187205	 Gradient Norm: 9.999999432716056	 Loss: 0.09495069831609726
Parameter Norm: 46.0455204422555	 Gradient Norm: 10.000000518849873	 Loss: 0.08802586793899536
Epoch 28: Training Loss 0.03742595874944624
Epoch 28: Validation Loss 0.039567225182802104
Parameter Norm: 46.0459496635576	 Gradient Norm: 9.999999593760625	 Loss: 0.0870034322142601
Parameter Norm: 46.046501299068254	 Gradient Norm: 9.999996750551418	 Loss: 0.07301916182041168
Parameter Norm: 46.046939526272034	 Gradient Norm: 9.999997920612682	 Loss: 0.08773333579301834
Parameter Norm: 46.047265480749246	 Gradient Norm: 10.000000137527978	 Loss: 0.0931851714849472
Parameter Norm: 46.0475194560407	 Gradient Norm: 9.999998573699784	 Loss: 0.09017101675271988
Parameter Norm: 46.04764267167607	 Gradient Norm: 7.8934967971061045	 Loss: 0.07573125511407852
Parameter Norm: 46.04775671805427	 Gradient Norm: 9.999997508506084	 Loss: 0.12381616979837418
Parameter Norm: 46.047967719634094	 Gradient Norm: 10.00000257369983	 Loss: 0.09284397214651108
Parameter Norm: 46.0482639043106	 Gradient Norm: 9.999997992842623	 Loss: 0.09759575128555298
Parameter Norm: 46.048418101713835	 Gradient Norm: 9.999999329287256	 Loss: 0.08627668768167496
Parameter Norm: 46.04866133111184	 Gradient Norm: 9.99999835606486	 Loss: 0.06804009526968002
Parameter Norm: 46.04901467776472	 Gradient Norm: 10.000000317454372	 Loss: 0.07436635345220566
Parameter Norm: 46.04945896272428	 Gradient Norm: 10.000001301742035	 Loss: 0.08429574966430664
Parameter Norm: 46.049991547773594	 Gradient Norm: 9.999999757094455	 Loss: 0.08353346586227417
Parameter Norm: 46.05035748583737	 Gradient Norm: 9.999999528773813	 Loss: 0.07829935103654861
Parameter Norm: 46.05056166842005	 Gradient Norm: 10.000000220729804	 Loss: 0.09054487198591232
Parameter Norm: 46.05061298876239	 Gradient Norm: 9.999998534802167	 Loss: 0.08304528892040253
Parameter Norm: 46.05053790007716	 Gradient Norm: 10.00000024270711	 Loss: 0.08643335103988647
Parameter Norm: 46.050361325070384	 Gradient Norm: 9.999997965833334	 Loss: 0.07545360922813416
Parameter Norm: 46.050124777849376	 Gradient Norm: 9.999997537003576	 Loss: 0.08663614094257355
Parameter Norm: 46.050033206064576	 Gradient Norm: 10.00000069874462	 Loss: 0.07709464430809021
Parameter Norm: 46.05006141496916	 Gradient Norm: 9.999999400825494	 Loss: 0.08765832334756851
Parameter Norm: 46.05018714927621	 Gradient Norm: 9.99999921094896	 Loss: 0.08869880437850952
Parameter Norm: 46.05041186796365	 Gradient Norm: 9.999998677125825	 Loss: 0.11160250008106232
Parameter Norm: 46.05070222553193	 Gradient Norm: 6.384055475954994	 Loss: 0.0858636274933815
Parameter Norm: 46.050950132573924	 Gradient Norm: 9.999998376967575	 Loss: 0.06780855357646942
Parameter Norm: 46.051472076953786	 Gradient Norm: 10.000000384511221	 Loss: 0.0994139164686203
Parameter Norm: 46.05188407798736	 Gradient Norm: 9.999997895869138	 Loss: 0.0948651134967804
Parameter Norm: 46.05216792910161	 Gradient Norm: 9.999997984283283	 Loss: 0.08062800019979477
Parameter Norm: 46.05231772340381	 Gradient Norm: 10.000000073039152	 Loss: 0.08770637214183807
Parameter Norm: 46.052366978283054	 Gradient Norm: 10.000002032714065	 Loss: 0.08957476168870926
Parameter Norm: 46.05229916214941	 Gradient Norm: 9.99999809844299	 Loss: 0.10450313240289688
Parameter Norm: 46.05232793084883	 Gradient Norm: 10.000000894533057	 Loss: 0.06630370765924454
Parameter Norm: 46.05251763431571	 Gradient Norm: 10.000002219276448	 Loss: 0.0860317125916481
Parameter Norm: 46.052812136878025	 Gradient Norm: 10.000000300029749	 Loss: 0.07624926418066025
Parameter Norm: 46.05319487908285	 Gradient Norm: 9.999998141241287	 Loss: 0.09075846523046494
Parameter Norm: 46.05366323855768	 Gradient Norm: 10.000000800914796	 Loss: 0.09271936118602753
Parameter Norm: 46.05421696678145	 Gradient Norm: 10.000001634605024	 Loss: 0.0932297557592392
Parameter Norm: 46.054584445138445	 Gradient Norm: 9.999998770481378	 Loss: 0.1186523512005806
Parameter Norm: 46.05476829093727	 Gradient Norm: 9.99999852709884	 Loss: 0.08216418325901031
Parameter Norm: 46.05480492339313	 Gradient Norm: 9.999999761881442	 Loss: 0.0856839120388031
Parameter Norm: 46.05469548370574	 Gradient Norm: 10.00000002392683	 Loss: 0.08363186568021774
Parameter Norm: 46.05448182993341	 Gradient Norm: 9.99999815837559	 Loss: 0.10057725757360458
Parameter Norm: 46.054249301765715	 Gradient Norm: 9.999999140256149	 Loss: 0.08044614642858505
Parameter Norm: 46.05418632049738	 Gradient Norm: 9.999998556162582	 Loss: 0.06695505976676941
Parameter Norm: 46.054247895821426	 Gradient Norm: 10.000000362119483	 Loss: 0.08903534710407257
Parameter Norm: 46.05444014433001	 Gradient Norm: 10.00000444499331	 Loss: 0.07550294697284698
Parameter Norm: 46.05472533705496	 Gradient Norm: 9.020381919075104	 Loss: 0.08021952211856842
Parameter Norm: 46.055074113975046	 Gradient Norm: 10.000002975352256	 Loss: 0.07396099716424942
Parameter Norm: 46.055521522700154	 Gradient Norm: 4.266291114407744	 Loss: 0.08259377628564835
Parameter Norm: 46.05587169984526	 Gradient Norm: 9.99999871400711	 Loss: 0.0961751639842987
Parameter Norm: 46.05639123001523	 Gradient Norm: 9.999996833299802	 Loss: 0.0774778202176094
Parameter Norm: 46.057017603398634	 Gradient Norm: 9.999997662527642	 Loss: 0.06873155385255814
Parameter Norm: 46.05748197081674	 Gradient Norm: 10.000000592743982	 Loss: 0.08853260427713394
Parameter Norm: 46.057766774061825	 Gradient Norm: 10.000000156620255	 Loss: 0.09008879959583282
Parameter Norm: 46.057870048026395	 Gradient Norm: 9.9999988422724	 Loss: 0.09188341349363327
Parameter Norm: 46.0577212217721	 Gradient Norm: 5.358683235726843	 Loss: 0.08692662417888641
Parameter Norm: 46.057564743790074	 Gradient Norm: 9.999998790987826	 Loss: 0.07972759008407593
Parameter Norm: 46.05730549382598	 Gradient Norm: 9.999997883310181	 Loss: 0.07422900199890137
Parameter Norm: 46.05727117083531	 Gradient Norm: 9.999999174357676	 Loss: 0.09247986227273941
Parameter Norm: 46.057382507684125	 Gradient Norm: 10.000001261401668	 Loss: 0.09066319465637207
Parameter Norm: 46.057599100496624	 Gradient Norm: 9.999998080643346	 Loss: 0.09912598878145218
Parameter Norm: 46.057783285980534	 Gradient Norm: 2.030384837724501	 Loss: 0.10139897465705872
Parameter Norm: 46.05824825083656	 Gradient Norm: 8.069768255636713	 Loss: 0.08284846693277359
Parameter Norm: 46.058787024650535	 Gradient Norm: 10.00000144224125	 Loss: 0.09511854499578476
Parameter Norm: 46.059409951085	 Gradient Norm: 10.000001425932043	 Loss: 0.09111956506967545
Parameter Norm: 46.060107469074815	 Gradient Norm: 10.000001011893763	 Loss: 0.07032575458288193
Parameter Norm: 46.06099503613879	 Gradient Norm: 9.999998106365835	 Loss: 0.07658936083316803
Parameter Norm: 46.06177709567801	 Gradient Norm: 10.00000084957859	 Loss: 0.08110473304986954
Parameter Norm: 46.062646911893246	 Gradient Norm: 9.999997703986889	 Loss: 0.07941995561122894
Parameter Norm: 46.063307413470135	 Gradient Norm: 9.999999618727376	 Loss: 0.07653877139091492
Parameter Norm: 46.063987762123446	 Gradient Norm: 10.000001640622681	 Loss: 0.0921383649110794
Parameter Norm: 46.06448026378124	 Gradient Norm: 9.999999086222253	 Loss: 0.08598235994577408
Parameter Norm: 46.06480813700153	 Gradient Norm: 9.999999685759215	 Loss: 0.08534444868564606
Parameter Norm: 46.0652173685537	 Gradient Norm: 9.999998150066782	 Loss: 0.07322931289672852
Parameter Norm: 46.06569823655851	 Gradient Norm: 10.000002409267614	 Loss: 0.0980958342552185
Parameter Norm: 46.06601399584885	 Gradient Norm: 9.999998647941803	 Loss: 0.0801774114370346
Parameter Norm: 46.06645272444185	 Gradient Norm: 9.999999435866489	 Loss: 0.04812198504805565
Parameter Norm: 46.06671981661852	 Gradient Norm: 10.000001283507268	 Loss: 0.08584854006767273
Parameter Norm: 46.06685170244534	 Gradient Norm: 9.999999686411666	 Loss: 0.0954904779791832
